idalumno|codigoCurso|serie|p1_1|p1_2|p2|p3|p4|p5|p6|p7|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p8_7|p8_8|p8_9|p8_10|p9|p10_1|p10_2|p10_3|p11|p12|p13_1|p13_2|p13_3|p13_4|p13_5|p13_6|p13_7|p13_8|p13_9|p13_10|p14_1|p14_2|p14_3|p14_4|p14_5|p14_6|p14_7|p14_8|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p16_1|p16_2|p16_3|p16_4|p16_5|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p18_12|p18_13|p18_14|p18_15|p18_16|p18_17|p19_1|p19_2|p19_3|p19_4|p19_5|p19_6|p19_7|p20_1|p20_2|p20_3|p20_4|p20_5|p21_1|p21_2|p21_3|p21_4|p21_5|p21_6|p21_7|p21_8|p21_9|p21_10|p21_11|p21_12|p21_13|p22_1|p22_2|p22_3|p22_4|p22_5|p22_6|p23_1|p23_2|p23_3|p23_4|p23_5|p24_1|p24_2|p24_3|p24_4|p24_5|p24_6|p24_7|p25_1|p25_2|p25_3|p25_4|p25_5|p26_1|p26_2|p26_3|p26_4|p27_1|p27_2|p27_3|p27_4|p27_5|p27_6|p27_7|p27_8|p27_9|p28_1|p28_2|p28_3|p28_4
3872|2101|8071461|10|1969|2|1|1|1|1|1|0|0|0|0|0|0|0|0|1|2|1|4|4|4|3|1|1|1|1|1|1|1|1|1|1|1|2|3|1|1|1|1|3|1|1|1|1|1|1|1|1|1|4|4|3|3|4|2|4|2|4|3|3|2|2|3|3|2|4|4|3|3|4|4|2|4|2|4|1|3|1|1|3|3|3|3|2|3|3|3|1|2|2|3|3|1|3|3|3|2|3|3|3|3|3|3|3|3|3|3|3|4|4|1|1|4|1|1|2|2|2|2|3|3|3|2|4|2|2|2|2|2|2|2|2|2|4|2|3|2
3873|2101|8071462|7|1978|1|1|4|1|1|1|0|0|0|0|0|0|0|1|2|0|1|2|2|4|2|2|2|2|1|1|2|1|1|1|1|1|1|2|2|1|1|1|1|1|2|2|2|1|1|1|1|1|2|2|3|3|3|2|2|2|3|3|2|2|3|3|3|3|3|3|4|4|4|4|4|2|2|3|0|3|2|3|3|3|0|3|4|2|2|2|2|3|3|3|3|1|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|3|3|3|2|2|3|3|2|2|2|2|2|2|2|2|2|2|3|3|3|2
3875|2101|8071464|11|1978|2|6|1|1|1|0|0|0|0|0|0|0|0|0|99|0|1|4|1|4|2|2|1|1|1|1|1|2|2|1|1|1|3|3|1|2|1|1|2|1|1|1|2|1|1|1|1|1|4|2|2|4|4|3|3|3|4|4|4|3|3|3|3|3|3|3|4|4|4|4|4|3|2|3|1|4|2|2|4|3|3|2|2|1|4|3|2|3|2|3|1|1|2|2|3|2|4|2|3|1|3|2|4|2|3|1|3|4|4|1|2|4|1|1|2|1|3|4|1|4|1|2|3|2|2|2|2|2|2|2|2|2|4|2|4|3
3876|2101|8071465|3|1976|1|1|1|1|1|1|0|0|0|0|0|0|0|0|2|1|1|3|2|4|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|3|3|4|2|4|2|4|4|4|2|1|2|2|2|3|4|3|3|4|3|2|3|3|3|2|3|1|1|2|3|4|3|3|2|2|2|1|2|2|4|4|1|3|3|2|2|3|3|3|3|3|3|3|3|3|1|3|3|3|2|1|4|1|1|4|4|4|4|2|4|4|3|2|2|1|2|2|2|2|2|2|2|2|2|2|2
3877|2101|8071466|2|1974|1|1|3|1|1|1|0|0|0|0|0|0|0|0|2|1|1|2|2|4|3|2|1|2|1|1|1|2|2|2|1|1|2|1|1|1|1|1|1|1|2|1|1|1|1|1|1|2|4|3|4|4|3|4|3|1|3|3|3|2|2|3|2|3|4|4|4|3|3|3|2|4|1|4|2|3|1|1|2|2|3|2|3|2|3|2|1|2|3|3|3|1|2|2|3|1|3|3|3|2|3|2|3|3|3|2|3|3|3|2|2|3|2|3|3|3|3|3|3|3|3|3|3|2|1|2|1|2|2|1|2|2|3|2|3|2
3878|2101|8071467|6|0|2|1|1|1|1|1|0|0|0|0|0|0|0|0|0|99|1|4|3|4|3|2|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|4|1|2|4|1|1|1|1|4|2|0|1|2|3|3|3|4|4|4|4|4|4|0|4|0|4|1|0|1|0|0|1|4|4|0|1|1|1|1|2|2|1|1|0|2|3|2|2|4|4|0|0|0|4|4|4|4|0|0|4|4|1|1|0|0|0|1|1|1|1|1|0|1|1|0|2|2|2|2|2|2|2|2|2|4|1|2|0
3880|2101|8071469|12|1971|2|1|1|1|1|1|0|0|99|0|99|0|1|1|2|0|1|3|4|4|3|1|1|1|3|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|3|4|2|4|4|3|3|3|3|3|4|4|4|4|4|4|4|3|4|3|2|2|3|2|1|4|4|4|4|4|3|1|2|2|3|3|3|4|2|3|3|4|4|1|4|4|1|1|4|4|4|4|4|4|4|4|1|1|4|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3881|2101|8071470|12|1979|2|2|8|1|1|1|0|0|0|0|0|0|0|0|99|0|1|4|4|4|5|1|3|1|1|1|1|1|1|2|1|1|3|3|1|1|3|3|3|1|1|1|1|3|3|3|1|1|3|3|3|4|1|3|4|2|4|3|3|2|1|3|3|3|3|4|4|4|4|4|4|4|1|4|2|3|1|1|3|3|4|4|1|2|1|2|1|2|4|2|4|1|1|2|3|1|3|4|4|4|3|2|4|4|4|4|4|4|4|1|1|4|1|1|3|3|2|2|4|3|1|1|4|2|2|2|2|2|2|2|2|2|4|1|2|1
3882|2101|8071471|8|1969|1|1|4|1|1|1|0|0|0|0|0|0|2|1|0|0|1|4|2|4|3|1|2|2|1|1|1|1|2|2|1|1|2|1|1|2|2|1|2|2|2|1|2|2|2|2|1|2|4|4|3|4|4|2|3|1|3|3|3|2|2|3|3|2|2|3|3|2|3|3|2|3|1|4|1|4|1|1|4|3|3|3|2|2|2|2|1|1|2|2|2|2|3|3|3|2|3|3|3|2|3|2|3|3|3|3|3|3|3|1|1|3|1|1|2|2|2|2|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|2|3|2
3884|2101|8071473|8|1974|1|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|2|2|4|3|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|3|4|2|2|3|2|4|3|3|2|2|2|2|2|4|4|4|2|3|3|1|4|2|1|2|1|3|2|4|4|4|4|3|3|3|3|2|3|3|3|4|3|3|3|3|3|3|3|2|2|3|3|3|3|4|2|4|4|4|1|1|4|2|1|4|1|1|1|4|1|1|3|3|2|2|2|1|2|2|2|1|1|3|3|3|1
3885|2101|8071474|9|1967|1|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|3|4|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|4|4|4|4|4|3|4|2|4|3|4|2|2|3|3|3|4|4|4|4|4|4|3|4|2|4|2|4|1|1|3|3|4|3|2|2|2|2|1|2|2|3|3|2|3|3|3|2|2|3|3|2|3|4|4|4|4|2|4|4|4|1|1|4|1|3|2|3|3|3|4|3|3|3|4|2|1|2|1|2|2|2|2|2|4|3|3|2
3886|2101|8071475|10|1971|2|1|4|1|1|1|0|0|0|0|1|0|0|0|2|0|1|3|3|4|4|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|2|1|2|1|2|1|3|2|3|2|3|2|2|2|3|3|2|3|2|3|3|3|3|3|2|3|2|3|3|2|3|2|2|2|2|1|1|1|1|3|3|3|1|1|1|1|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|1|2|2|1|3|2|3|3|3|2|2|2|2|2|2|2|2|2|3|2|2|2
3887|2101|8071476|3|1981|2|1|1|1|1|1|0|0|0|0|0|0|1|0|0|2|1|3|2|4|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|4|4|1|3|1|2|4|1|4|2|4|2|3|3|2|2|3|4|3|4|4|3|2|3|2|3|1|2|1|1|3|4|4|4|3|2|2|2|1|3|3|3|3|2|4|3|3|1|2|3|3|2|2|4|3|4|4|3|3|3|3|2|1|4|1|1|1|2|2|3|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|2|2|1
3888|2102|8071481|12|1964|2|1|1|1|1|1|0|0|0|0|0|0|0|0|1|2|1|4|4|4|4|1|1|1|1|1|1|1|3|3|1|1|2|3|1|1|3|1|3|1|1|1|1|1|1|1|1|2|4|3|4|3|4|2|4|2|4|4|4|3|3|3|3|3|4|4|4|4|4|4|4|4|2|4|2|4|1|1|3|4|4|3|3|2|2|2|2|3|2|2|2|2|3|3|3|3|3|4|4|4|4|3|4|4|4|4|4|4|4|1|1|4|1|2|2|3|3|3|4|0|2|2|4|2|2|2|2|2|2|2|2|2|1|2|1|1
3889|2102|8071482|6|1969|2|1|1|1|1|1|0|0|0|0|0|0|0|2|1|0|1|2|2|4|3|1|2|2|1|1|1|1|1|1|1|1|3|3|1|2|3|3|3|2|1|1|1|3|2|3|1|3|3|4|2|4|4|2|4|1|3|4|4|4|1|3|2|3|4|4|4|4|4|4|4|1|2|4|1|2|1|1|3|2|4|4|3|1|2|2|1|3|3|3|4|2|2|2|2|2|1|4|3|1|4|2|4|4|4|4|4|4|4|1|1|4|1|1|3|3|2|4|4|2|2|2|1|2|2|2|2|2|2|2|2|2|3|1|4|1
3890|2102|8071483|5|1976|2|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|2|4|2|1|3|1|1|1|1|1|1|1|1|1|3|3|1|1|1|1|2|1|1|1|1|1|3|1|1|1|1|1|1|3|3|3|3|1|3|3|3|1|1|3|2|1|3|4|4|3|4|4|3|3|2|3|2|2|1|3|3|3|3|3|3|1|1|1|1|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|1|2|3|1|1|2|2|2|2|4|3|0|3|4|2|2|2|2|2|2|2|2|2|2|1|1|1
3892|2102|8071485|10|1970|2|3|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|3|3|4|3|2|1|1|1|1|1|1|1|1|1|1|2|1|1|3|1|1|1|1|1|1|1|1|1|1|1|2|4|3|3|4|1|1|4|1|4|4|4|1|4|4|4|4|4|4|4|4|4|4|4|4|1|4|1|4|1|1|4|4|4|4|2|2|2|2|1|4|4|4|4|1|1|1|2|1|4|4|4|4|4|1|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
3893|2102|8071486|2|1975|2|1|1|1|1|1|0|0|0|0|0|0|0|0|1|2|1|4|4|4|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|99|3|1|1|1|3|1|1|1|1|4|4|4|4|4|2|4|1|4|4|3|2|0|3|1|3|4|4|4|0|4|4|3|3|2|3|0|2|1|0|3|3|4|3|3|1|1|0|2|2|3|3|3|2|2|2|3|3|2|2|3|2|2|4|3|3|4|3|3|4|4|1|1|4|1|3|3|2|3|4|3|3|3|3|3|2|1|2|2|2|2|2|2|2|3|3|3|2
3894|2102|8071487|2|1972|1|1|9|1|1|1|0|0|2|0|2|0|2|0|0|0|1|4|4|4|5|2|1|1|2|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|1|2|2|3|4|4|4|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|3|3|1|1|4|4|4|4|4|3|3|3|3|4|4|4|4|3|4|3|4|2|4|4|4|4|4|4|4|4|4|4|4|4|4|1|1|4|1|3|2|1|2|2|3|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|1
3895|2102|8071488|12|1964|1|1|1|1|1|1|0|0|0|0|0|0|0|1|0|2|1|2|2|4|3|2|1|1|1|1|1|1|1|1|1|1|2|2|0|0|0|0|2|0|1|1|1|1|2|2|1|1|4|4|4|4|1|2|3|1|3|2|4|2|3|4|3|4|4|4|4|4|4|4|3|3|2|4|1|3|1|2|3|3|4|3|3|2|2|2|1|2|2|3|3|2|3|3|2|2|3|3|3|3|3|3|4|4|4|4|4|4|4|1|1|4|1|3|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|3|2
3897|2102|8071490|2|1982|2|3|1|1|1|1|0|0|0|0|2|0|1|0|0|0|1|3|1|3|2|1|2|2|1|1|1|1|2|1|1|1|3|2|1|1|1|1|3|1|1|3|1|1|1|1|2|1|4|4|1|2|4|3|4|1|3|3|3|2|3|3|2|3|3|3|3|4|4|3|3|4|1|4|1|3|1|2|2|3|2|3|2|2|1|1|1|2|2|2|3|3|3|3|3|2|2|3|3|2|2|4|4|4|4|3|3|4|4|1|1|4|1|1|2|2|2|2|3|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0
3898|2102|8071491|4|1977|2|2|4|1|1|1|0|0|0|0|2|0|0|0|1|0|1|4|1|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|4|1|4|1|4|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|3|4|3|1|1|3|1|3|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|1|1|4|4|4|4|4|4|4|4|1|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|1|1|4|4
3899|2102|8071492|8|1972|2|1|4|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|2|4|3|2|1|1|2|1|1|1|2|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|3|3|4|3|2|2|2|3|2|2|3|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|2|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|0|2|3|3|3|3
3900|2102|8071493|999|1964|1|1|1|1|0|0|0|0|0|0|0|1|2|0|0|0|1|4|4|4|2|1|2|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|4|0|0|0|0|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|2|0|0|0|0|2|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|4|0|0|0
3901|2102|8071494|1|1976|2|1|1|1|1|1|0|0|0|0|0|1|0|0|2|0|1|2|2|4|3|1|2|1|1|1|1|1|3|1|1|1|1|1|0|1|1|1|3|2|1|1|1|2|1|1|3|1|4|3|2|4|4|4|4|1|4|4|3|3|2|2|1|3|3|3|4|4|4|3|2|4|2|4|2|4|1|1|3|3|3|3|2|2|2|2|1|1|2|3|3|1|3|2|2|3|2|3|3|2|4|2|4|4|4|2|4|3|4|1|1|4|1|1|2|1|2|2|3|3|3|2|3|2|2|2|2|2|2|1|2|2|4|1|3|1
3902|2102|8071495|12|1973|2|1|1|1|1|1|0|0|0|0|0|0|0|0|1|2|1|4|2|4|3|1|1|1|1|1|2|1|1|1|1|2|2|2|1|3|3|3|2|1|1|1|1|1|3|2|1|1|4|4|3|3|2|3|4|2|4|3|4|3|3|3|3|3|4|4|4|3|4|3|3|4|2|4|1|4|1|1|4|3|4|3|3|3|3|3|0|2|2|4|4|2|3|3|3|3|4|4|4|4|2|3|4|4|4|2|4|4|4|1|1|4|1|1|2|2|2|2|4|2|2|1|4|2|1|2|2|2|2|2|2|2|2|1|1|1
3904|2102|8071497|11|1977|2|1|4|1|1|1|0|0|0|0|1|0|2|0|0|0|1|4|1|4|5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|2|3|3|3|2|2|3|3|2|2|2|3|3|3|3|3|3|3|3|3|3|3|2|3|2|3|2|3|2|3|2|2|2|2|1|2|2|2|2|2|2|2|2|2|3|2|3|3|3|3|3|3|2|2|2|2|3|3|3|2|2|3|2|2|2|2|2|2|2|2|3|2|3|2|2|2|2|2|2|2|2|2|3|2|2|1
3905|2102|8071498|11|1980|2|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|4|0|0|3|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|2|2|1|1|1|1|1|1|2|1|4|4|4|4|4|3|2|1|3|2|3|2|1|2|2|3|4|3|4|3|3|2|2|2|2|3|3|2|1|2|3|3|3|2|3|2|2|2|1|2|2|3|3|2|3|2|3|2|3|3|3|2|3|2|3|3|4|3|3|3|3|1|1|4|1|1|3|3|3|3|3|1|3|2|3|2|2|2|2|2|2|2|2|2|4|3|3|2
3908|2102|8071501|3|1983|2|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|2|4|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|2|1|1|1|1|1|1|1|1|4|4|3|4|4|3|4|2|4|4|4|2|1|3|3|3|3|4|3|4|3|3|3|3|2|4|0|3|1|1|1|1|1|1|3|4|4|4|2|3|3|2|2|2|2|2|2|2|3|2|2|3|2|3|4|4|4|3|4|4|4|1|1|4|1|1|2|2|2|2|2|3|2|2|3|2|2|2|2|2|2|2|2|2|4|4|4|1
3909|2102|8071502|9|1977|1|2|4|1|1|1|0|0|0|0|2|0|1|0|0|0|1|4|1|4|1|2|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|3|1|1|1|1|1|3|3|3|1|1|4|1|1|4|2|1|1|1|4|1|1|1|1|1|1|1|1|3|4|4|4|4|2|1|4|4|1|2|1|4|4|4|1|4|4|1|1|1|1|1|1|3|1|1|1|4|1|1|3|4|2|1|2|3|4|4|4|4|4|4|4|1|1|4|1|4|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|4|4|1
3911|2102|8071504|4|1968|2|1|1|1|1|1|0|0|0|0|0|0|0|0|1|2|1|4|4|4|4|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|4|4|3|3|4|3|4|2|4|3|4|1|0|3|2|3|4|4|3|4|4|4|3|4|1|4|2|4|1|1|4|4|4|4|4|3|3|3|1|4|3|3|3|2|3|3|3|2|3|4|4|4|3|2|4|4|4|4|4|4|4|1|1|4|1|1|4|4|3|2|3|3|0|2|3|2|2|2|2|2|2|2|2|2|4|2|2|1
3912|2102|8071505|8|1966|1|1|1|1|1|1|0|0|0|0|0|0|0|0|2|1|1|3|3|4|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|1|4|1|4|1|1|1|1|1|1|1|4|4|4|4|4|3|1|1|3|4|4|2|1|1|1|1|4|4|4|1|1|1|1|3|4|2|4|1|2|2|2|1|2|2|3|2|2|4|4|4|3|1|4|3|3|2|2|3|3|3|3|4|4|4|4|4|4|4|3|1|1|2|1|2|2|2|1|2|3|2|4|2
3915|2129|8072428|9|1986|2|2|1|1|1|1|0|0|0|2|1|0|0|0|0|0|1|1|1|4|1|1|2|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|2|3|4|3|3|2|4|3|2|2|2|3|3|3|3|4|4|4|4|3|2|2|2|2|2|2|2|2|1|2|3|2|3|1|2|1|1|2|1|1|1|1|2|2|2|3|0|1|1|3|1|3|4|4|4|3|3|3|4|2|3|4|2|3|2|2|1|1|4|1|2|1|4|2|2|2|2|2|2|2|2|2|3|2|4|2
3916|2129|8072429|4|1967|2|1|1|1|1|1|0|0|2|0|1|0|0|0|0|0|1|2|0|3|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|4|3|3|3|3|3|3|2|3|3|3|2|3|2|3|3|3|3|4|4|3|4|4|0|0|0|0|0|0|0|3|3|4|3|3|2|1|2|1|2|2|2|2|1|2|2|2|2|3|3|2|3|3|3|3|3|3|3|3|4|4|2|2|4|2|2|2|2|2|2|3|1|1|1|3|2|2|2|2|2|2|2|2|2|3|3|2|2
3917|2129|8072430|3|1980|2|2|1|1|1|1|0|0|0|0|1|0|0|0|0|0|1|2|2|4|3|1|1|1|1|2|1|1|2|1|1|1|1|2|1|1|1|1|1|1|2|2|2|2|2|2|2|1|4|3|4|4|4|3|4|1|3|3|4|2|3|4|4|4|3|4|4|4|4|4|3|3|2|0|1|2|1|2|4|4|4|4|3|1|2|1|1|2|1|3|3|2|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|4|1|1
3918|2129|8072431|999|1978|2|2|1|1|1|1|0|1|2|0|0|0|0|0|0|0|1|0|0|3|1|2|0|0|3|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|3|0|3|0|4|1|0|1|1|3|3|3|4|3|3|2|1|3|4|4|4|4|4|4|3|4|4|3|2|3|2|3|3|3|3|3|3|3|3|2|2|2|1|1|2|2|2|2|3|2|2|1|3|3|3|2|2|3|3|3|3|3|3|4|4|2|2|2|1|1|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|2|2|3|2
3919|2129|8072432|1|1972|2|3|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|3|2|4|1|1|2|2|1|2|2|1|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|2|2|4|3|3|2|4|3|4|2|3|3|3|3|4|4|4|4|4|4|3|3|3|3|2|2|1|1|3|2|3|3|3|2|2|1|1|3|2|2|3|2|3|3|3|2|2|3|3|1|2|2|4|3|4|1|3|4|4|1|1|4|1|1|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
3920|2129|8072433|12|1986|2|2|4|1|1|1|0|0|0|1|2|0|0|0|0|0|2|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|3|2|1|1|4|1|3|2|3|1|1|2|2|2|3|3|4|4|3|3|3|0|1|3|2|3|1|3|3|3|3|3|0|1|2|2|1|2|2|3|3|3|3|2|2|2|4|4|4|4|4|3|3|3|4|4|4|3|3|1|2|3|1|3|3|3|0|3|3|0|2|1|4|2|2|2|2|2|2|2|2|2|4|3|2|1
3921|2129|8072434|12|1961|2|5|4|1|1|1|0|1|0|0|0|0|0|0|0|0|2|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|4|3|1|1|1|1|4|3|4|3|3|3|4|3|4|4|4|4|4|4|3|4|3|4|2|3|2|3|2|2|3|3|3|3|3|1|2|3|1|1|1|1|1|4|4|4|4|2|4|4|4|4|2|4|4|4|4|2|4|4|4|2|2|4|2|2|2|2|2|3|2|2|2|0|4|2|2|2|2|2|2|2|2|2|3|3|2|2
3922|2129|8072435|12|1968|2|1|4|1|1|1|0|0|0|2|0|0|1|0|0|0|2|2|1|3|2|2|1|1|2|1|1|1|1|1|1|1|2|2|1|1|2|1|1|1|1|1|1|1|2|1|1|1|4|1|1|1|1|1|4|2|4|3|2|1|1|3|3|4|2|3|3|4|3|3|3|4|2|4|3|3|1|3|0|4|4|4|2|1|1|4|2|2|2|4|2|4|3|2|4|1|3|4|3|0|4|3|4|3|3|3|4|4|4|1|1|4|1|1|4|1|2|1|3|1|1|1|4|2|2|2|2|2|2|1|2|2|3|3|4|1
3923|2129|8072436|10|1484|2|2|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|2|4|1|1|1|2|3|2|1|1|1|1|1|3|1|2|1|1|2|2|1|1|1|2|1|1|3|1|2|1|4|4|1|4|4|1|1|1|1|1|3|2|3|3|3|3|0|3|3|2|3|3|0|1|1|0|2|2|1|2|3|3|3|3|3|1|1|1|99|2|2|2|3|3|3|3|3|3|1|1|1|1|1|1|3|3|2|3|3|3|3|2|3|3|2|3|2|2|3|2|3|0|0|0|3|2|2|2|2|2|2|2|2|2|3|3|3|2
3925|2129|8072438|999|1968|2|3|1|1|0|0|0|1|2|0|0|0|0|0|0|0|2|2|1|3|1|2|0|0|0|0|0|0|0|0|0|0|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|2|1|3|1|4|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|3|4|4|4|4|4|2|4|2|2|3|3|3|3|4|3|4|3|2|4|4|4|3|3|3|3|3|3|4|4|3|3|3|3|4|3|4|99|4|4|3|3|0|0|2|2|2|2|2|2|2|2|2|2|2|2|2|4|1
3926|2129|8072439|2|1970|2|1|3|1|1|1|0|2|0|2|1|0|0|0|0|0|2|2|1|2|1|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|2|1|1|1|2|1|1|1|2|3|1|2|4|4|2|1|1|3|3|2|3|3|3|1|1|3|3|3|3|3|4|4|3|3|3|3|2|3|2|3|2|3|3|3|3|3|3|2|2|2|1|2|1|2|1|2|2|2|2|1|3|3|2|3|2|3|3|3|3|3|3|4|4|2|2|3|2|3|2|3|2|3|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|2|2|2
3928|2136|8072659|12|1973|1|1|1|1|0|0|0|0|0|0|99|1|0|0|0|0|1|0|0|99|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|2|0|0|0|0|0|4|0|0|0|0|2|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|3|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|0|3|0|0|0|0|0|3|0|0|2|2|2|1|2|2|2|2|2|4|0|0|0
3929|2136|8072660|6|1971|2|1|1|1|1|1|0|0|2|0|1|0|0|0|0|0|2|2|1|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|1|1|1|1|3|1|4|3|3|1|1|3|4|4|0|4|4|4|4|4|3|0|0|0|0|0|0|0|4|4|4|4|4|1|1|1|1|2|1|2|2|2|4|4|2|2|2|4|1|1|4|4|4|4|4|4|4|4|4|1|4|4|4|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|4|0|4|1
3931|2136|8072664|12|1981|1|3|3|1|1|1|0|0|0|2|1|0|0|0|0|0|1|2|2|4|1|2|1|1|1|1|1|1|2|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|3|2|2|3|3|3|2|2|2|2|2|3|3|3|3|3|3|2|2|2|3|3|3|2|2|3|3|3|3|3|1|2|1|1|1|1|2|2|1|2|2|2|2|2|3|3|3|3|2|4|4|4|4|4|2|3|3|2|3|3|3|3|3|3|3|3|3|3|3|3|2|1|2|2|2|2|2|2|2|3|3|3|3
